Vol Flr (m3/hr),Len (m),Mol Frac CO2,Strip Column Flr (gpm),CO2 init (g/L),BM init (g/L),BM out (g/L),H init (m),H final (m),ACP,CO2/DIC,DIC (uM),In pH,Out pH,Strip Conc (g/L),Water Loss (kg),Specific Growth Rate (hr-1),Strip Conc (g/L)
40.0,200.0,0.0,8.5,0.0225,3.0,0.0,0.15,0.19348784069665592,52.78673302295361,0.17536481738113788,2846.459292293792,8.452034866698453,6.705984953265763,0.025,12167.285852999206,0.026573438790713368,0.025
40.0,200.0,0.0,8.5,0.0225,3.0,0.0,0.15,0.19349622682065815,70.35875655141997,0.22342342288653183,3075.1515739365636,8.452034866698453,6.519221519041773,0.025,12694.154065147744,0.026073580022825144,0.05
40.0,200.0,0.0,8.5,0.0225,3.0,0.0,0.15,0.19349603319919348,85.95833174090944,0.25170088183593325,3197.3393065917503,8.452034866698453,6.443932547810484,0.025,12686.025134369818,0.026040563820656136,0.075
40.0,200.0,0.0,8.5,0.0225,3.0,0.0,0.15,0.19348804402497122,115.19728879332375,1.152704079591523e11,496.4493727338431,8.452034866698453,8.314269745782783,0.025,12691.069450907147,0.028108330415363078,0.1
40.0,200.0,0.0,8.5,0.0225,3.0,0.0,0.15,0.19331247300553947,120.94496468366835,3.175360544288107e11,166.83333333425,8.452034866698453,9.460219479974894,0.025,12644.525688934065,0.026486374948007825,0.125
40.0,200.0,0.0,8.5,0.0225,3.0,0.0,0.15,0.19341916498314093,117.1716906873732,0.3081412454332388,3468.6232275851557,8.452034866698453,6.3121385434044255,0.025,12378.845075754736,0.02658504187581923,0.15
40.0,200.0,0.0,8.5,0.0225,3.0,0.0,0.15,0.1934425981376209,121.23747842076673,0.34414411373067716,3632.8330830474447,8.452034866698453,6.248181288801374,0.025,12373.816910910691,0.025954791717561054,0.175
40.0,200.0,0.0,8.5,0.0225,3.0,0.0,0.15,0.19344026221255134,131.93676107914985,0.25536230179089553,2993.815457831343,8.452034866698453,6.556049407684241,0.025,12393.333872686024,0.028023995063636915,0.2
