293.15000000000003,1.0
293.1292503475096,2.0
293.0981321095676,3.0
293.0622774113422,4.0
293.0223984691869,5.0
292.9788187438481,6.0
292.93502075634285,7.0
292.89406580722834,8.0
292.85782630313514,9.0
292.8283993042086,10.0
292.80098765152843,11.0
292.77236382795695,12.0
292.7452005189748,13.0
292.72160773693395,14.0
292.69999765499335,15.0
292.674091611702,16.0
292.6443809485246,17.0
292.6071035991692,18.0
292.5607767750742,19.0
292.50432104213183,20.0
292.440837410115,21.0
292.37373357688284,22.0
292.3065754947755,23.0
292.2421974246353,24.0
292.1773033386665,25.0
292.11020810646806,26.0
292.0449988913505,27.0
291.98182920421294,28.0
291.92059300090517,29.0
291.85583872655974,30.0
291.7936606812431,31.0
291.740299835543,32.0
291.6935901848106,33.0
291.64988706039543,34.0
291.60763357275306,35.0
291.5614809124323,36.0
291.5107185797017,37.0
291.460318976578,38.0
291.4137185931673,39.0
291.3682510058331,40.0
291.3155485243623,41.0
291.25464299821954,42.0
291.18443789474924,43.0
291.10914105360627,44.0
291.0407419512945,45.0
290.97981511817125,46.0
290.9234920927531,47.0
290.8688908996826,48.0
290.8116894148622,49.0
290.75505481459953,50.0
290.694356711197,51.0
290.6337361898134,52.0
290.5758490754726,53.0
290.52068409470104,54.0
290.4712196891969,55.0
290.4290039815301,56.0
290.39439662991884,57.0
290.36712534109006,58.0
290.3493135627735,59.0
290.3416306144489,60.0
290.34276053013116,61.0
290.3530637216068,62.0
290.37192003307456,63.0
290.3950461200097,64.0
290.41550534504137,65.0
290.42810971441946,66.0
290.43255499325784,67.0
290.4269010700256,68.0
290.4134156018744,69.0
290.3984579461943,70.0
290.3819554017437,71.0
290.36302077912717,72.0
290.3400107787293,73.0
290.3123068795062,74.0
290.2791426541174,75.0
290.24316335373123,76.0
290.204033006779,77.0
290.1599614100109,78.0
290.11643285069243,79.0
290.07831597670656,80.0
290.04677585407353,81.0
290.02456767124187,82.0
290.01346432669976,83.0
290.0159128309226,84.0
290.0326720491534,85.0
290.06091278764006,86.0
290.1022297172822,87.0
290.1553270020104,88.0
290.2132439121934,89.0
